EK,UK,UUK,Kennzeichen,Klassendefinition,Klassenname,Beispiele,Target
F,FS,FSA,FSA,Umweltschutzobjekt in Form einer festen Pastenschicht auf einem anderen Objekt,Gips,Zement,Umweltschutzobjekt in Form einer festen Pastenschicht auf einem anderen Objekt
F,FS,FSA,FSA,Umweltschutzobjekt in Form einer festen Pastenschicht auf einem anderen Objekt,Gips,Zement,Zement
F,FS,FSB,FSB,Umweltschutzobjekt in Form eines verhärteten Flüssigkeitsfilms auf der Oberfläche eines anderen Objekts,Lack,,Umweltschutzobjekt in Form eines verhärteten Flüssigkeitsfilms auf der Oberfläche eines anderen Objekts
F,FS,FSB,FSB,Umweltschutzobjekt in Form eines verhärteten Flüssigkeitsfilms auf der Oberfläche eines anderen Objekts,Lack,,Lack
F,FS,FSC,FSC,"Umweltschutzobjekt in Form einer angewendeten oder induzier-ten Flüssigkeit, durch die das Objekt gegenüber extern indu-ziertem Verfall oder Zerstörung widerstandsfähig gemacht wird",Imprägnierung,Imprägnierungsplatte,"Umweltschutzobjekt in Form einer angewendeten oder induzier-ten Flüssigkeit, durch die das Objekt gegenüber extern indu-ziertem Verfall oder Zerstörung widerstandsfähig gemacht wird"
F,FS,FSC,FSC,"Umweltschutzobjekt in Form einer angewendeten oder induzier-ten Flüssigkeit, durch die das Objekt gegenüber extern indu-ziertem Verfall oder Zerstörung widerstandsfähig gemacht wird",Imprägnierung,Imprägnierungsplatte,Imprägnierung
F,FS,FSC,FSC,"Umweltschutzobjekt in Form einer angewendeten oder induzier-ten Flüssigkeit, durch die das Objekt gegenüber extern indu-ziertem Verfall oder Zerstörung widerstandsfähig gemacht wird",Imprägnierung,Imprägnierungsplatte,Imprägnierungsplatte
F,FS,FSD,FSD,"Umweltschutzobjekt, das Schutz vor Umwelteinflüssen bietet",Unterstand,Gebäude,Unterstand
F,FS,FSD,FSD,"Umweltschutzobjekt, das Schutz vor Umwelteinflüssen bietet",Unterstand,Schuppen,Schuppen
F,FS,FSD,FSD,"Umweltschutzobjekt, das Schutz vor Umwelteinflüssen bietet",Unterstand,Schuppen,Unterstand
F,FS,FSD,FSD,"Umweltschutzobjekt, das Schutz vor Umwelteinflüssen bietet",Unterstand,Schuppen,"Umweltschutzobjekt, das Schutz vor Umwelteinflüssen bietet"
F,FS,FSD,FSD,"Umweltschutzobjekt, das Schutz vor Umwelteinflüssen bietet",Unterstand,Gebäude,Gebäude
F,FS,FSD,FSD,"Umweltschutzobjekt, das Schutz vor Umwelteinflüssen bietet",Unterstand,Gebäude,"Umweltschutzobjekt, das Schutz vor Umwelteinflüssen bietet"
F,FS,FSD,FSD,"Umweltschutzobjekt, das Schutz vor Umwelteinflüssen bietet",Unterstand,Schneefang,Unterstand
F,FS,FSD,FSD,"Umweltschutzobjekt, das Schutz vor Umwelteinflüssen bietet",Unterstand,Schneefang,"Umweltschutzobjekt, das Schutz vor Umwelteinflüssen bietet"
F,FS,FSD,FSD,"Umweltschutzobjekt, das Schutz vor Umwelteinflüssen bietet",Unterstand,Lawinenschutzkonstruktion,Lawinenschutzkonstruktion
F,FS,FSD,FSD,"Umweltschutzobjekt, das Schutz vor Umwelteinflüssen bietet",Unterstand,Lawinenschutzkonstruktion,Unterstand
F,FS,FSD,FSD,"Umweltschutzobjekt, das Schutz vor Umwelteinflüssen bietet",Unterstand,Lawinenschutzkonstruktion,"Umweltschutzobjekt, das Schutz vor Umwelteinflüssen bietet"
F,FS,FSD,FSD,"Umweltschutzobjekt, das Schutz vor Umwelteinflüssen bietet",Unterstand,Schneefang,Schneefang
F,FS,FSE,FSE,Umweltschutzobjekt in Form einer Schwingungssteuerung,Seismisches Schwingungs-steuerungsgerät,,Umweltschutzobjekt in Form einer Schwingungssteuerung
F,FS,FSE,FSE,Umweltschutzobjekt in Form einer Schwingungssteuerung,Seismisches Schwingungs-steuerungsgerät,,Seismisches Schwingungs-steuerungsgerät
F,FS,FSF,FSF,Umweltschutzobjekt in Form von Metalloxidation,Korrosionsschutz,Opferanode,Umweltschutzobjekt in Form von Metalloxidation
F,FS,FSF,FSF,Umweltschutzobjekt in Form von Metalloxidation,Korrosionsschutz,Opferanode,Opferanode
F,FS,FSF,FSF,Umweltschutzobjekt in Form von Metalloxidation,Korrosionsschutz,Opferanode,Korrosionsschutz
F,FS,FSF,FSF,Umweltschutzobjekt in Form von Metalloxidation,Korrosionsschutz,Kathodischer Schutz,Kathodischer Schutz
F,FS,FSF,FSF,Umweltschutzobjekt in Form von Metalloxidation,Korrosionsschutz,Kathodischer Schutz,Korrosionsschutz
F,FS,FSF,FSF,Umweltschutzobjekt in Form von Metalloxidation,Korrosionsschutz,Kathodischer Schutz,Umweltschutzobjekt in Form von Metalloxidation
F,FS,FSG,FSG,Umweltschutzobjekt in Form einer Versiegelung auf der Oberfläche eines anderen Objekts,Schutzversiegelung,,Umweltschutzobjekt in Form einer Versiegelung auf der Oberfläche eines anderen Objekts
F,FS,FSG,FSG,Umweltschutzobjekt in Form einer Versiegelung auf der Oberfläche eines anderen Objekts,Schutzversiegelung,,Schutzversiegelung
F,FS,FSH,FSH,Umweltschutzobjekt in Form einer Kapillareffekt-Schutzschicht,Materialtrennschicht,,Umweltschutzobjekt in Form einer Kapillareffekt-Schutzschicht
F,FS,FSH,FSH,Umweltschutzobjekt in Form einer Kapillareffekt-Schutzschicht,Materialtrennschicht,,Materialtrennschicht
G,,,G,Objekt zur Bereitstellung eines steuerbaren Durchflusses,Erzeugungsobjekt,,Objekt zur Bereitstellung eines steuerbaren Durchflusses
G,,,G,Objekt zur Bereitstellung eines steuerbaren Durchflusses,Erzeugungsobjekt,,Erzeugungsobjekt
G,GA,,GA,Erzeugungsobjekt für durch mechanische Energie erzeugte elektrische Energie,Erzeugungsobjekt für elektrische Energie durch mechanische Energie,,Erzeugungsobjekt für elektrische Energie durch mechanische Energie
G,GA,,GA,Erzeugungsobjekt für durch mechanische Energie erzeugte elektrische Energie,Erzeugungsobjekt für elektrische Energie durch mechanische Energie,,Erzeugungsobjekt für durch mechanische Energie erzeugte elektrische Energie
G,GA,GAA,GAA,Erzeugungsobjekt für durch mechanische Energie erzeugte elektrische Energie für Wechselstrom,Wechselstromgenerator,Generator,Generator
G,GA,GAA,GAA,Erzeugungsobjekt für durch mechanische Energie erzeugte elektrische Energie für Wechselstrom,Wechselstromgenerator,Generator,Wechselstromgenerator
G,GA,GAA,GAA,Erzeugungsobjekt für durch mechanische Energie erzeugte elektrische Energie für Wechselstrom,Wechselstromgenerator,Generator,Erzeugungsobjekt für durch mechanische Energie erzeugte elektrische Energie für Wechselstrom
G,GA,GAB,GAB,Erzeugungsobjekt für durch mechanische Energie erzeugte elektrische Energie für Gleichstrom,Gleichstromgenerator,Generator,Erzeugungsobjekt für durch mechanische Energie erzeugte elektrische Energie für Gleichstrom
G,GA,GAB,GAB,Erzeugungsobjekt für durch mechanische Energie erzeugte elektrische Energie für Gleichstrom,Gleichstromgenerator,Generator,Gleichstromgenerator
G,GA,GAB,GAB,Erzeugungsobjekt für durch mechanische Energie erzeugte elektrische Energie für Gleichstrom,Gleichstromgenerator,Generator,Generator
G,GA,GAB,GAB,Erzeugungsobjekt für durch mechanische Energie erzeugte elektrische Energie für Gleichstrom,Gleichstromgenerator,Dynamo,Erzeugungsobjekt für durch mechanische Energie erzeugte elektrische Energie für Gleichstrom
G,GA,GAB,GAB,Erzeugungsobjekt für durch mechanische Energie erzeugte elektrische Energie für Gleichstrom,Gleichstromgenerator,Dynamo,Gleichstromgenerator
G,GA,GAB,GAB,Erzeugungsobjekt für durch mechanische Energie erzeugte elektrische Energie für Gleichstrom,Gleichstromgenerator,Dynamo,Dynamo
G,GB,,GB,Erzeugungsobjekt für durch chemische Reaktion erzeugte elektrische Energie,Erzeugungsobjekt für elektrische Energie durch chemische Energie,,Erzeugungsobjekt für durch chemische Reaktion erzeugte elektrische Energie
G,GB,,GB,Erzeugungsobjekt für durch chemische Reaktion erzeugte elektrische Energie,Erzeugungsobjekt für elektrische Energie durch chemische Energie,,Erzeugungsobjekt für elektrische Energie durch chemische Energie
G,GB,GBA,GBA,Erzeugungsobjekt für durch chemische Energie erzeugte elektrische Energie aus einer nicht erneuerbaren Quelle,Elektrische Batterie,Batterie,Erzeugungsobjekt für durch chemische Energie erzeugte elektrische Energie aus einer nicht erneuerbaren Quelle
G,GB,GBA,GBA,Erzeugungsobjekt für durch chemische Energie erzeugte elektrische Energie aus einer nicht erneuerbaren Quelle,Elektrische Batterie,Batterie,Elektrische Batterie
G,GB,GBA,GBA,Erzeugungsobjekt für durch chemische Energie erzeugte elektrische Energie aus einer nicht erneuerbaren Quelle,Elektrische Batterie,Batterie,Batterie
G,GB,GBB,GBB,"Erzeugungsobjekt für durch chemische Energie erzeugte elektrische Energie, das kontinuierlich durch Kraftstoff oder Oxidationsmittel angetrieben wird",Brennstoffzelle,,Brennstoffzelle
G,GB,GBB,GBB,"Erzeugungsobjekt für durch chemische Energie erzeugte elektrische Energie, das kontinuierlich durch Kraftstoff oder Oxidationsmittel angetrieben wird",Brennstoffzelle,,"Erzeugungsobjekt für durch chemische Energie erzeugte elektrische Energie, das kontinuierlich durch Kraftstoff oder Oxidationsmittel angetrieben wird"
G,GC,,GC,Erzeugungsobjekt für durch Solarenergie erzeugte elektrische Energie,Erzeugungsobjekt für elektrische Energie durch Sonnenenergie,,Erzeugungsobjekt für durch Solarenergie erzeugte elektrische Energie
G,GC,,GC,Erzeugungsobjekt für durch Solarenergie erzeugte elektrische Energie,Erzeugungsobjekt für elektrische Energie durch Sonnenenergie,,Erzeugungsobjekt für elektrische Energie durch Sonnenenergie
G,GC,GCA,GCA,"Erzeugungsobjekt für durch Sonnenenergie erzeugte elektrische Energie, das wasserbasiertes Halbleitermaterial verwendet",Kristallines Photovoltaik-Modul,Solarzelle,"Erzeugungsobjekt für durch Sonnenenergie erzeugte elektrische Energie, das wasserbasiertes Halbleitermaterial verwendet"
G,GC,GCA,GCA,"Erzeugungsobjekt für durch Sonnenenergie erzeugte elektrische Energie, das wasserbasiertes Halbleitermaterial verwendet",Kristallines Photovoltaik-Modul,Solarzelle,Kristallines Photovoltaik-Modul
G,GC,GCA,GCA,"Erzeugungsobjekt für durch Sonnenenergie erzeugte elektrische Energie, das wasserbasiertes Halbleitermaterial verwendet",Kristallines Photovoltaik-Modul,Solarzelle,Solarzelle
G,GC,GCB,GCB,"Erzeugungsobjekt für durch Sonnenenergie erzeugte elektrische Energie, das dünnes Folienmaterial verwendet",Dünnschicht-Photovoltaik-Modul,Solarzelle,"Erzeugungsobjekt für durch Sonnenenergie erzeugte elektrische Energie, das dünnes Folienmaterial verwendet"
G,GC,GCB,GCB,"Erzeugungsobjekt für durch Sonnenenergie erzeugte elektrische Energie, das dünnes Folienmaterial verwendet",Dünnschicht-Photovoltaik-Modul,Solarzelle,Dünnschicht-Photovoltaik-Modul
G,GC,GCB,GCB,"Erzeugungsobjekt für durch Sonnenenergie erzeugte elektrische Energie, das dünnes Folienmaterial verwendet",Dünnschicht-Photovoltaik-Modul,Solarzelle,Solarzelle
G,GF,,GF,Erzeugungsobjekt von Signalen für Informationsträger,Signalerzeugungsobjekt,,Erzeugungsobjekt von Signalen für Informationsträger
G,GF,,GF,Erzeugungsobjekt von Signalen für Informationsträger,Signalerzeugungsobjekt,,Signalerzeugungsobjekt
G,GF,GFA,GFA,Signalerzeugungsobjekt mit Verwendung elektromagnetischer Wellen,Elektromagnetwellensender,Lasersender,Signalerzeugungsobjekt mit Verwendung elektromagnetischer Wellen
G,GF,GFA,GFA,Signalerzeugungsobjekt mit Verwendung elektromagnetischer Wellen,Elektromagnetwellensender,Lasersender,Lasersender
G,GF,GFA,GFA,Signalerzeugungsobjekt mit Verwendung elektromagnetischer Wellen,Elektromagnetwellensender,Lasersender,Elektromagnetwellensender
G,GF,GFA,GFA,Signalerzeugungsobjekt mit Verwendung elektromagnetischer Wellen,Elektromagnetwellensender,Fernsehstation,Fernsehstation
G,GF,GFA,GFA,Signalerzeugungsobjekt mit Verwendung elektromagnetischer Wellen,Elektromagnetwellensender,Radiowellensender,Signalerzeugungsobjekt mit Verwendung elektromagnetischer Wellen
G,GF,GFA,GFA,Signalerzeugungsobjekt mit Verwendung elektromagnetischer Wellen,Elektromagnetwellensender,Fernsehstation,Signalerzeugungsobjekt mit Verwendung elektromagnetischer Wellen
G,GF,GFA,GFA,Signalerzeugungsobjekt mit Verwendung elektromagnetischer Wellen,Elektromagnetwellensender,Radiowellensender,Radiowellensender
G,GF,GFA,GFA,Signalerzeugungsobjekt mit Verwendung elektromagnetischer Wellen,Elektromagnetwellensender,Radiowellensender,Elektromagnetwellensender
G,GF,GFA,GFA,Signalerzeugungsobjekt mit Verwendung elektromagnetischer Wellen,Elektromagnetwellensender,Fernsehstation,Elektromagnetwellensender
G,GF,GFB,GFB,Signalerzeugungsobjekt mit Drähten,Signalgenerator,,Signalerzeugungsobjekt mit Drähten
G,GF,GFB,GFB,Signalerzeugungsobjekt mit Drähten,Signalgenerator,,Signalgenerator
G,GL,,GL,Erzeugungsobjekt für kontinuierlich laufende Geräte,Kontinuierliches Beförderungsobjekt,,Erzeugungsobjekt für kontinuierlich laufende Geräte
G,GL,,GL,Erzeugungsobjekt für kontinuierlich laufende Geräte,Kontinuierliches Beförderungsobjekt,,Kontinuierliches Beförderungsobjekt
G,GL,GLA,GLA,Kontinuierliches Beförderungsobjekt mit Transportband,Gurtförderer,Förderband,Förderband
G,GL,GLA,GLA,Kontinuierliches Beförderungsobjekt mit Transportband,Gurtförderer,Förderband,Gurtförderer
G,GL,GLA,GLA,Kontinuierliches Beförderungsobjekt mit Transportband,Gurtförderer,Förderband,Kontinuierliches Beförderungsobjekt mit Transportband
G,GL,GLB,GLB,Kontinuierliches Beförderungsobjekt mit Kette,Kettenförderer,,Kontinuierliches Beförderungsobjekt mit Kette
G,GL,GLB,GLB,Kontinuierliches Beförderungsobjekt mit Kette,Kettenförderer,,Kettenförderer
G,GL,GLC,GLC,Kontinuierliches Beförderungsobjekt mit Rollen,Rollenförderer,,Kontinuierliches Beförderungsobjekt mit Rollen
G,GL,GLC,GLC,Kontinuierliches Beförderungsobjekt mit Rollen,Rollenförderer,,Rollenförderer
G,GL,GLD,GLD,Kontinuierliches Beförderungsobjekt mit Antriebsschnecke,Schneckenförderer,,Kontinuierliches Beförderungsobjekt mit Antriebsschnecke
G,GL,GLD,GLD,Kontinuierliches Beförderungsobjekt mit Antriebsschnecke,Schneckenförderer,,Schneckenförderer
G,GL,GLE,GLE,"Kontinuierliches Beförderungsobjekt, bestehend aus aneinandergereihten Stufen",Rolltreppe,,"Kontinuierliches Beförderungsobjekt, bestehend aus aneinandergereihten Stufen"
G,GL,GLE,GLE,"Kontinuierliches Beförderungsobjekt, bestehend aus aneinandergereihten Stufen",Rolltreppe,,Rolltreppe
G,GL,GLF,GLF,"Kontinuierliches Beförderungsobjekt, bestehend aus aneinandergereihten Behältern",Paternoster,,Paternoster
G,GL,GLF,GLF,"Kontinuierliches Beförderungsobjekt, bestehend aus aneinandergereihten Behältern",Paternoster,,"Kontinuierliches Beförderungsobjekt, bestehend aus aneinandergereihten Behältern"
G,GL,GLG,GLG,Kontinuierliches Beförderungsobjekt mit einer vibrierenden Oberfläche,Vibrationsförderer,,Kontinuierliches Beförderungsobjekt mit einer vibrierenden Oberfläche
G,GL,GLG,GLG,Kontinuierliches Beförderungsobjekt mit einer vibrierenden Oberfläche,Vibrationsförderer,,Vibrationsförderer
G,GM,,GM,Erzeugungsobjekt für nicht kontinuierlich laufende Geräte,Nicht kontinuierliches Beförderungsobjekt,,Erzeugungsobjekt für nicht kontinuierlich laufende Geräte
G,GM,,GM,Erzeugungsobjekt für nicht kontinuierlich laufende Geräte,Nicht kontinuierliches Beförderungsobjekt,,Nicht kontinuierliches Beförderungsobjekt
G,GM,GMA,GMA,Nicht kontinuierliches Beförderungsobjekt für horizontale Bewegungen,Wagen,,Nicht kontinuierliches Beförderungsobjekt für horizontale Bewegungen
G,GM,GMA,GMA,Nicht kontinuierliches Beförderungsobjekt für horizontale Bewegungen,Wagen,,Wagen
G,GM,GMB,GMB,Nicht kontinuierliches Beförderungsobjekt für vertikale Bewegungen,Aufzug,Hubgerät,Nicht kontinuierliches Beförderungsobjekt für vertikale Bewegungen
G,GM,GMB,GMB,Nicht kontinuierliches Beförderungsobjekt für vertikale Bewegungen,Aufzug,Hubgerät,Aufzug
G,GM,GMB,GMB,Nicht kontinuierliches Beförderungsobjekt für vertikale Bewegungen,Aufzug,Hubgerät,Hubgerät
G,GM,GMC,GMC,"Nicht kontinuierliches Beförderungsobjekt, mit dem Objekte vertikal und/oder horizontal bewegt werden",Kran,,"Nicht kontinuierliches Beförderungsobjekt, mit dem Objekte vertikal und/oder horizontal bewegt werden"
G,GM,GMC,GMC,"Nicht kontinuierliches Beförderungsobjekt, mit dem Objekte vertikal und/oder horizontal bewegt werden",Kran,,Kran
G,GM,GMD,GMD,"Nicht kontinuierliches Beförderungsobjekt, mit dem Objekte aneinandergereiht werden",Palletierer,Stapler,Palletierer
G,GM,GMD,GMD,"Nicht kontinuierliches Beförderungsobjekt, mit dem Objekte aneinandergereiht werden",Palletierer,Stapler,Stapler
G,GM,GMD,GMD,"Nicht kontinuierliches Beförderungsobjekt, mit dem Objekte aneinandergereiht werden",Palletierer,Stapler,"Nicht kontinuierliches Beförderungsobjekt, mit dem Objekte aneinandergereiht werden"
G,GM,GME,GME,Nicht kontinuierliches Beförderungsobjekt mit Förderfluss,Drehscheibe,,Nicht kontinuierliches Beförderungsobjekt mit Förderfluss
G,GM,GME,GME,Nicht kontinuierliches Beförderungsobjekt mit Förderfluss,Drehscheibe,,Drehscheibe
G,GM,GMF,GMF,"Nicht kontinuierliches Beförderungsobjekt, das Objekte durch Vibration in einem linearen Durchfluss bewegt",Vibrationsförderer,,"Nicht kontinuierliches Beförderungsobjekt, das Objekte durch Vibration in einem linearen Durchfluss bewegt"
G,GM,GMF,GMF,"Nicht kontinuierliches Beförderungsobjekt, das Objekte durch Vibration in einem linearen Durchfluss bewegt",Vibrationsförderer,,Vibrationsförderer
G,GP,,GP,Erzeugungsobjekt für Flüssigkeiten,Flüssigkeitsstrom-Erzeugungsobjekt,,Erzeugungsobjekt für Flüssigkeiten
G,GP,,GP,Erzeugungsobjekt für Flüssigkeiten,Flüssigkeitsstrom-Erzeugungsobjekt,,Flüssigkeitsstrom-Erzeugungsobjekt
G,GP,GPA,GPA,Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite,Verdrängerpumpe,Schraubpumpe,Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite
G,GP,GPA,GPA,Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite,Verdrängerpumpe,Rotationspumpe,Rotationspumpe
G,GP,GPA,GPA,Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite,Verdrängerpumpe,Rotationspumpe,Verdrängerpumpe
G,GP,GPA,GPA,Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite,Verdrängerpumpe,Rotationspumpe,Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite
G,GP,GPA,GPA,Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite,Verdrängerpumpe,Schraubpumpe,Schraubpumpe
G,GP,GPA,GPA,Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite,Verdrängerpumpe,Schraubpumpe,Verdrängerpumpe
G,GP,GPA,GPA,Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite,Verdrängerpumpe,Vakuumpumpe,Vakuumpumpe
G,GP,GPA,GPA,Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite,Verdrängerpumpe,Peristaltikpumpe,Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite
G,GP,GPA,GPA,Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite,Verdrängerpumpe,Vakuumpumpe,Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite
G,GP,GPA,GPA,Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite,Verdrängerpumpe,Kolbenpumpe,Kolbenpumpe
G,GP,GPA,GPA,Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite,Verdrängerpumpe,Kolbenpumpe,Verdrängerpumpe
G,GP,GPA,GPA,Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite,Verdrängerpumpe,Kolbenpumpe,Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite
G,GP,GPA,GPA,Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite,Verdrängerpumpe,Peristaltikpumpe,Peristaltikpumpe
